feature_id,fold,importance
Q9UNY5,3,0.016145748680411263
O43704,3,0.018375209881222446
Q9Y5R8,3,0.015432559587250209
Q96AG4,3,0.012578101331075451
Q07869,3,0.01753077690626896
O75563,3,0.013567519147693323
Q92733,3,0.012695466442241801
Q8TF42,3,0.011894853853487633
Q16772,3,0.02408658391234136
Q567U6,3,0.012139818226873092
P20774,3,0.016676042531085497
Q6P1Q0,3,0.016477226339127158
Q14314,3,0.0201035745255791
Q8IY37,3,0.014562961010152147
P48740,3,0.019220298335412028
Q9H6W3,3,0.01234498026561122
P30273,3,0.020853703159186023
Q05209,3,0.020668863691250445
Q12789,3,0.016329797911049
P21953,3,0.015905926470135095
Q9Y5C1,3,0.02001931127640814
P19878,3,0.01592496380188206
Q8N2K0,3,0.012296559765797377
Q16537,3,0.016485540902201758
Q9H2K0,3,0.021292428590656536
Q9UBP4,3,0.01891163549491767
O95445,3,0.01950807771524367
Q9Y6E2,3,0.014515114739426745
O94973,3,0.013980553072201484
P01031,3,0.02100628168656102
Q86WN1,3,0.01331868855355155
O96005,3,0.014530576594946311
Q92859,4,0.3972961577599146
Q8IUL8,4,0.23774518640783432
P98160,4,0.6096709683068031
Q9H3N1,4,0.1273719543018985
Q9Y4Y9,4,0.31462063018040715
P39060,4,0.27825578661865136
P12109,4,0.21198887218240628
Q96A23,4,0.17718918087334162
Q9H6K4,4,0.36651626472810195
Q9UII2,4,0.1580565261567121
P20592,4,0.12903638970729478
Q96EY8,4,0.28549791034404215
Q12805,4,0.17155990101000332
Q2PPJ7,4,0.18995006355810037
Q07869,4,0.14137001313874983
Q02447,4,0.27874570699249035
Q7Z739,4,0.24392909538265914
Q9P2L0,4,0.21430282417772714
Q9NUL5,4,0.20592052751518877
Q9Y5C1,4,0.11825728981755297
Q9UBM7,4,0.2659850916487874
O95445,4,0.10020194265779159
P04233,4,0.14140327338967534
Q8WY22,4,0.1938197549476942
Q9UGP4,4,0.21927803259479536
P17987,5,0.0069318855874415
Q5JSH3,5,0.001932873950163504
P10809,5,0.004718737035225299
Q9NTI5,5,0.012269064417116378
P24534,5,0.01697339051380319
P62906,5,0.00954523540862037
Q15185,5,0.013175093989874568
P28070,5,0.008175475768414138
P40429,5,0.0089907638191313
Q1KMD3,5,0.0087397610035315
P04114,5,0.047136140504767256
P13639,5,0.002231414695042509
Q13451,5,0.004728088227243105
A6NHR9,5,0.008723947685614538
P51610,5,0.01863954526340097
Q00059,5,0.01005642007970162
Q92522,5,0.007705995768276669
P0DP23,5,0.013493105383292141
Q8WX92,5,0.014602695099472901
P55265,5,0.0028758600595440876
Q02880,5,0.006095606509847505
Q15181,5,0.0013357405847859234
P06239,5,0.0069103730318563475
P23526,5,0.017291832207162988
Q9Y277,5,0.007513721702830326
Q00341,5,0.050769838369245444
P51812,5,0.006325184400201763
P48147,5,0.005968251793463374
P04264,5,0.02595774008151684
P62241,5,0.008144449687264767
P40939,5,0.005233475156238046
Q13418,5,0.017307376002496072
Q08211,5,0.012227732094358592
P38606,5,0.0026448869170379564
Q92896,5,0.00929583072253263
P08123,5,0.07901916648902486
Q9Y5B9,5,0.0008591487449680274
P17174,5,0.008777670871853917
P18206,5,0.016996318368787424
Q01780,5,0.01132446374976779
P46734,5,0.0014845997921036145
O15031,5,0.025881848665355367
P36578,5,0.0020471907294863723
Q8IWX8,5,0.006113084831847375
P18085,5,0.009121945247535271
P07814,5,0.0033221167796727764
O43809,5,0.005328828693714772
Q10570,5,0.014823713219074695
P60900,5,0.003941291469979136
P15153,5,0.031032120837003924
Q99536,5,0.022233261803469326
P30520,5,0.0004131230085569856
P41218,5,0.04204995486643773
O75367,5,0.000981124340359816
Q7L2E3,5,0.0064291952138099675
Q12860,5,0.04548148442342647
Q9UJU6,5,0.0036199498651379694
Q9UHG3,5,0.006002718484065564
P53634,5,0.023315609852634655
P46781,5,0.01117020033253546
Q9NUV9,5,0.019416588519636156
P18754,5,0.004627371643588863
P57740,5,0.011344307005554824
P43403,5,0.0010308754360851494
Q16555,5,0.006781325378691811
Q9Y6M9,5,8.852834222195809e-05
Q16698,5,0.016165551047983825
Q7Z6E9,5,0.022001066592419388
Q9UHD9,5,0.010040858196336301
O14974,5,0.006752158407283443
P34896,5,0.014170336060322537
Q9Y678,5,0.005212973259334867
P24928,5,0.003421100839034009
P14222,5,0.02802669642174061
Q9GZR7,5,0.0040859016194274775
Q9UBB5,5,0.003308889814642813
Q9P289,5,0.008808660593666686
P13591,5,0.024857656526323203
Q13464,5,0.016099672865375527
Q9H4M9,5,0.0036622989865625144
P35527,5,0.03348643540391181
P02675,5,0.01930186401958801
P62942,5,0.007185950507337773
P30511,5,0.035904753358756224
P48444,5,0.01073340781007438
Q9BY44,5,0.04450176795954614
P48739,5,0.0004022706723358526
P50416,5,0.011400548349105352
P52907,5,0.008130287756185016
P52888,5,0.01686709009901241
Q14974,5,0.012069159748645033
P28838,5,0.0072927758795750695
Q8NI60,5,0.000192003820021962
Q01469,5,0.026499229480793435
Q9Y4X5,5,0.011728053155513559
P0DMV8,5,0.007449856947609185
P36776,5,0.012933867865997222
Q16401,5,0.022139784193179527
P10599,5,0.026998885209470223
P17980,5,0.00988698877915271
O60256,5,0.001131512521409093
Q13098,5,0.02632276951032533
P22307,5,0.005287009701085636
Q92598,5,0.004439106480710026
Q8TD19,5,0.006157012872979768
Q15005,5,0.010992075174168203
Q16531,5,0.019024138786383087
Q92859,5,0.04866747322775204
Q7Z353,5,0.07034186222414945
Q14C86,5,0.030450400633080868
Q8N1F7,5,0.006163214263256633
Q9HDC9,5,0.00880990772396531
Q92576,5,0.024379057874823633
Q7Z3B4,5,0.00551219668294645
Q96FV9,5,0.011067716553082568
Q8IWZ8,5,0.04775281081507632
Q13177,5,0.011881435357744741
O00203,5,0.005164870400895231
Q7L2H7,5,0.01865472168486343
Q92900,5,0.0030554032272459178
Q9BQG0,5,0.02186961465709079
P42766,5,0.002232242718663252
Q14161,5,0.00028095788638810297
P30043,5,0.031554108562416305
Q6P2Q9,5,0.006107246471366245
Q8NF50,5,0.010645614707586546
P54289,5,0.039433211663233214
P12111,5,0.005964658296933154
O43920,5,0.01798254193244484
Q9UHX1,5,0.017567543471928525
O43395,5,0.0009068811717353853
Q13315,5,0.004709681208363828
Q12768,5,0.012462841815387574
Q9BSC4,5,0.003757709225971026
Q9BT23,5,0.006473086637819393
Q9UNX4,5,0.0036540185627072287
P11171,5,0.004129897673931076
P23396,5,0.01913724454816579
P26639,5,0.003649214691072903
P40763,5,0.0019607483321175414
Q9H0A0,5,0.011573493619820373
Q9H0F6,5,0.1550842158453533
P61964,5,0.024223166350183196
P36542,5,0.01384556404867826
Q8IUL8,5,0.055193489937795014
Q6DKI1,5,0.015123232713155216
Q6GMR7,5,0.06881955652329053
P62993,5,0.032875141169637405
Q9Y490,5,0.009808244256558667
Q4G0F5,5,0.00012897074491548022
Q92747,5,0.015463700897123182
Q69YN2,5,0.009311831286566048
P45954,5,0.025264611386510788
O95834,5,0.006487191077561746
Q9Y2T2,5,0.012599052795859376
Q14694,5,0.0003372379077121721
P16219,5,0.00459738833093212
P42566,5,0.009211447701835648
Q9NQW7,5,0.009766838067405682
P33316,5,0.00283985850167733
Q8ND71,5,0.01115011008518928
P52209,5,0.006519928294837169
P26358,5,0.01187584023145238
Q93034,5,0.013419031950307489
Q96QK1,5,0.012643828017935281
Q12769,5,0.024838899177164878
Q15287,5,0.003834351352223062
Q15555,5,0.0006957940060493293
P02656,5,0.04116522070695222
P56537,5,0.01989905001275953
P11274,5,0.01143828047587113
O95163,5,0.02866218794377432
O60826,5,0.010054288691153617
O00303,5,0.023437524951423972
Q8IYJ3,5,0.007815716245230921
Q5JSL3,5,0.0001462722843920065
Q9UIG0,5,0.0083246968312295
O00148,5,0.008685499043882225
O60306,5,0.00481907169965486
Q8TBC4,5,0.00302916806614684
Q9BTZ2,5,0.025782433528578418
P11717,5,0.030681740436281697
Q8NDX1,5,0.055576121172830104
Q8WWW0,5,0.09999461634289879
Q70J99,5,0.0062189325700401435
P12955,5,0.0036063488977591675
Q8TCF1,5,0.06903180892369323
P27708,5,0.006390961215550075
Q15404,5,0.0037853596926881467
Q9BX68,5,0.0050870340984884065
P50583,5,0.011511452386825936
Q5VYK3,5,0.022581078556702303
Q9NP81,5,0.008380028794443245
Q86SF2,5,0.036435516377380794
O75410,5,0.0011161817836522732
P09486,5,0.02879704172108803
P51688,5,0.014399102638803438
Q96EP0,5,0.005815027361234666
P06396,5,0.0060519318090421145
Q9P2A4,5,0.000802942274515538
O76021,5,0.004136207750614044
P58107,5,0.022372546313836762
P32942,5,0.0009054489114102783
P35226,5,0.12252367227053929
Q9Y4W2,5,0.02550366735532056
Q96KG9,5,0.014724270085728783
Q9C0J8,5,0.022550116739376288
Q13740,5,0.013817571282317717
Q6YHK3,5,0.024483085546961103
P02751,5,0.05301764454165464
Q9UNP9,5,0.07410481354589918
P98160,5,0.059791407003833
P18065,5,0.06671761172079375
Q16539,5,0.0007871516190523324
P02647,5,0.00687258975821495
P56385,5,0.005173340265069341
Q9H9A6,5,0.005808307394053839
Q92600,5,0.018454226737342278
Q15477,5,0.00984068179733732
Q9BXJ4,5,0.09141847101365946
Q96P48,5,0.01758764470497262
Q99460,5,0.030469596177530665
Q6P179,5,0.12857146266886377
Q8IWU2,5,0.037003665931155436
Q16853,5,0.02492116732817225
Q9NU22,5,0.021164398127872047
P43304,5,0.002319404069343127
P07305,5,0.057811770738736036
Q13822,5,0.012001370939512715
P26927,5,0.022391306836411697
Q9Y4A5,5,0.0020321736731801127
Q9Y4Y9,5,0.18635471774004694
Q9BX97,5,0.08101186553710438
P41567,5,0.016313530481781153
P39060,5,0.046701595568680004
Q76LX8,5,0.0707756326317893
Q9NZN3,5,0.004523178861230148
Q9H553,5,0.007493263728084583
Q9H0C8,5,0.02205240503426686
Q14520,5,0.04859001814167104
Q9UNZ5,5,0.09533728683253848
Q9H9L3,5,0.07666832551084637
Q05D60,5,0.10840351601790708
P42345,5,0.04372216105340894
Q92979,5,0.0049617346102424865
Q15063,5,0.10422535894166635
P12109,5,0.06672988652544037
Q9Y320,5,0.051386443730143914
P00352,5,0.028764777888497833
P02458,5,0.05293731097348453
Q9BV20,5,0.02849179319288674
P06727,5,0.10475862603099416
P17931,5,0.03738899132174461
Q8NBN7,5,0.08255589785413073
Q15061,5,0.03269631041309593
Q99715,5,0.03580392262399507
Q9H7N4,5,0.12357058693608555
Q9BUT1,5,0.06964969550122921
P62304,5,0.00977018745936614
Q8N5Y2,5,0.035651426045836265
P16278,5,0.034907647274640616
Q9Y5U2,5,0.07660253431595762
Q96A23,5,0.10258988713058603
P04180,5,0.06902321415696724
P02655,5,0.10549030877980586
P08493,5,0.14901538861713418
O15067,5,0.023993119197592012
Q15436,5,0.021447952065601166
P53680,5,0.013629160162912449
Q9BVI4,5,0.049098244593277426
P39210,5,0.15472690670194109
P36507,5,0.030614481752033764
Q12805,5,0.044941730319401026
Q9UK61,5,0.04927391937983949
O75369,5,0.01452045377330489
Q9NRV9,5,0.012385719053750934
P35030,5,0.040003242619380416
Q9NVZ3,5,0.05581395519821121
Q9UNY5,5,0.09164398457609817
Q9Y5R8,5,0.06335110138225851
Q07869,5,0.0734789954814728
Q16772,5,0.08303101190425564
P52435,5,0.07950202200170911
Q58EX7,5,0.10166646498330886
Q9Y657,5,0.027000743938050322
P20774,5,0.06400160043349067
P30613,5,0.0786869703251445
Q58FF6,5,0.07771970485751724
Q13416,5,0.059738247794737076
Q14137,5,0.02557411089389372
Q9Y5C1,5,0.08039429908846167
P11166,5,0.010886700388720017
O14773,5,0.00842006970528572
Q9UBM7,5,0.1073000058355789
P19878,5,0.10064715368512796
Q9H2K0,5,0.1384013338260299
Q9UBP4,5,0.0828074229336552
P14543,5,0.030162720992979505
O75037,5,0.11243410538139363
O96005,5,0.14519319588454285
